review,rating,date,bank,source
very slow app.     software app.       app      ,1,2024-11-12,Bank of Abyssinia,google_play
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,google_play
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,google_play
Wweeeer,4,2024-11-12,Bank of Abyssinia,google_play
Infinx,5,2024-11-12,Bank of Abyssinia,google_play
Great service,5,2024-11-12,Bank of Abyssinia,google_play
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,google_play
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,google_play
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,google_play
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,google_play
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,google_play
Professional on banking app,5,2024-11-01,Bank of Abyssinia,google_play
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,google_play
 ,5,2024-10-26,Bank of Abyssinia,google_play
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,google_play
Fast transfer,5,2024-10-24,Bank of Abyssinia,google_play
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,google_play
Amrumehamed,1,2024-10-21,Bank of Abyssinia,google_play
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please ?",5,2024-10-18,Bank of Abyssinia,google_play
"Terrible Bank Experience Its unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, theres a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. Theyve put me in embarrassing situations countless times, and customer care never fixes anything. Ive switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,google_play
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia,google_play
Good App,4,2024-10-12,Bank of Abyssinia,google_play
Best app to me,5,2024-10-11,Bank of Abyssinia,google_play
BOA,5,2024-10-11,Bank of Abyssinia,google_play
Abdulkadir,5,2024-10-11,Bank of Abyssinia,google_play
Bad,1,2024-10-10,Bank of Abyssinia,google_play
If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,google_play
Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,google_play
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,google_play
Ok,5,2024-10-04,Bank of Abyssinia,google_play
Just make it work please this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,google_play
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,google_play
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? Im not slowing down my phone just to use your God damn app. ",1,2024-10-04,Bank of Abyssinia,google_play
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia,google_play
Worest app,1,2024-10-03,Bank of Abyssinia,google_play
The worest app ever,1,2024-10-03,Bank of Abyssinia,google_play
  ,5,2024-10-03,Bank of Abyssinia,google_play
